quantity,unit,ingredient,ingredient_step,recipe_id
1,oz,sweet vermouth,2,174
2,dash,es angostura bitters,3,174
2,oz,applejack,0,175
0.75,oz,sweet vermouth,1,175
0.75,oz,brandy,2,175
1/4,,wine glass lemon juice [~0.5 oz.],0,176
1/4,,wine glass kina lillet,1,176
1/4,,wine glass cointreau,2,176
1/4,,wine glass dry gin,3,176
1,dash,absinthe,4,176
0.75,oz,beefeater gin,0,177
0.75,oz,lillet blanc,1,177
0.75,oz,marie brizard orange curacao,2,177
0.75,oz,lemon juice,3,177
4,cl,citron vodka,0,178
1.5,cl,cointreau,1,178
1.5,cl,lime juice,2,178
3,cl,cranberry juice,3,178
2,oz,gin,0,179
1,oz,cointreau,1,179
1,oz,apricot brandy,2,179
2,oz,citron vodka,0,180
3/4,oz,cointreau,1,180
1,oz,cranberry juice,2,180
1,oz,lime juice,3,180
,,lemon twist,4,180
1 1/2,oz,gin,0,181
1/2,oz,lemon juice,1,181
1/4,oz,grenadine,2,181
3/4,oz,ruby port,3,181
1/2,,lime,0,182
2,oz,light rum,1,182
4,,to 6 ounces chilled cola,2,182
5,cl,white rum,3,182
12,cl,cola,4,182
1,cl,lime juice,5,182
5,cl,white rum,0,183
12,cl,cola,1,183
1,cl,lime juice,2,183
1,oz,light rum,0,184
1,oz,cointreau,1,184
1,oz,lime juice,2,184
,,lime twist,3,184
1,tablespoon,superfine sugar,0,185
1,oz,lime juice,1,185
1/4,cup,thinly sliced english cucumber,2,185
1 1/2,oz,silver tequila,3,185
1,oz,cointreau,4,185
2,oz,white rum,0,186
1,oz,lime juice,1,186
0.75,oz,simple syrup,2,186
2,oz,banks 5 island rum,0,187
0.75,oz,lime juice,1,187
0.75,oz,simple syrup,2,187
,,shake on ice and strain,3,187
,,garnish with lime wheel,4,187
2,oz,light rum,0,188
1,oz,lime juice,1,188
0.5,oz,simple syrup,2,188
2,oz,bacardi rum,0,189
1,tsp,gum syrup,1,189
,,juice of 1/2 lime,2,189
4.5,cl,white rum,0,190
2.5,cl,lime juice,1,190
1.5,cl,simple syrup,2,190
,,juice of 6 limes,0,191
6,tsp,sugar,1,191
12,oz,bacardi cups,2,191
4,oz,mineral water,3,191
,,crushed ice,4,191
1 1/2,oz,irish whiskey,0,192
3/4,oz,drambuie,1,192
3/4,oz,lemon juice,2,192
3,,to 4 ounces chilled ginger ale,3,192
,,lemon twist,4,192
1,oz,gin,0,193
3/4,oz,campari,1,193
1 3/4,oz,orange juice,2,193
,,orange slice,3,193
3/4,oz,baileys irish cream,0,194
3/4,oz,dark crème de cacao,1,194
3/4,oz,vodka,2,194
1/4,cup,chocolate ice cream,3,194
,,chocolate shavings,4,194
0.75,oz,brandy,0,195
0.75,oz,applejack or calvados,1,195
0.75,oz,triple sec,2,195
0.75,oz,lemon juice,3,195
1,,part grenadine or raspberry syrup,0,196
1,,part chartreuse,1,196
8,,parts apple brandy,2,196
1,tsp,lemon juice,3,196
0.75,oz,applejack,0,197
0.75,oz,cognac,1,197
0.5,oz,lemon juice,2,197
1,oz,cointreau,3,197
2,oz,single-malt scotch,0,198
1,oz,canton ginger liqueur,1,198
,,lemon twist,2,198
1,oz,gin,0,199
1,oz,cognac,1,199
0.5,oz,dry vermouth,2,199
0.5,oz,sweet vermouth,3,199
2,dash,es angostura bitters,4,199
1 1/2,oz,blended whiskey,0,200
1/2,oz,southern comfort,1,200
1/2,oz,lime juice,2,200
1,teaspoon,sugar,3,200
,,orange slice,4,200
,,peach slice,5,200
1 1/2,oz,blended whiskey,0,201
1/2,oz,sweet vermouth,1,201
1/2,oz,cointreau,2,201
1/2,oz,lime juice,3,201
,,mint sprig,4,201
,,,5,201
6,cl,gin,6,201
2,drops,peach bitters,7,201
2,,mint leafs,8,201
1 1/2,oz,gin,0,202
1/2,oz,cherry brandy,1,202
3,oz,orange juice,2,202
3,,to 5 ounces chilled ginger beer,3,202
,,orange slice,4,202
2,oz,rye whiskey,0,203
0.5,oz,apple brandy,1,203
0.5,oz,green chartreuse,2,203
1,oz,gin,0,204
1,oz,galliano,1,204
1,oz,lime juice,2,204
3,,to 5 ounces chilled club soda,3,204
,,mint sprig,4,204
1,oz,amaretto,0,205
1/2,oz,orange curaçao,1,205
1/2,oz,vanilla-flavored vodka,2,205
2,oz,orange juice,3,205
2,oz,heavy cream,4,205
2,oz,"rye, bourbon, or blended canadian whisky",0,206
3/4,oz,dry vermouth,1,206
2,,to 3 dashes angostura bitters,2,206
,,lemon twist,3,206
1,oz,pernod,0,207
1,oz,dry vermouth,1,207
1,oz,sweet vermouth,2,207
1 1/2,oz,earl grey tea-infused tanqueray gin,0,208
1,oz,simple syrup [1:1],1,208
3/4,oz,lemon juice,2,208
1,,egg white,3,208
,,sugar half a glass rim--,4,208
1,,egg,0,209
1,tsp,sugar,1,209
2,oz,"liquor (sherry, port, madeira, applejack, gin, cognac, rum, or whiskey)",2,209
8,oz,milk,3,209
2,,large eggs,0,210
3,oz,[by volume] granulated sugar,1,210
2,oz,brandy,2,210
2,oz,spiced rum,3,210
6,oz,whole milk,4,210
4,oz,heavy cream,5,210
1/2,tsp,grated nutmeg,6,210
,,garnish with grated nutmeg,7,210
1,tbsp,p. fine sugar,0,211
1,tbsp,p. water,1,211
1,,egg,2,211
2,oz,cognac brandy,3,211
1,oz,santa cruz rum,4,211
3,oz,milk,5,211
1/2,,lime,0,212
1 1/2,oz,tequila,1,212
1/2,oz,crème de cassis,2,212
3,,to 4 ounces chilled ginger ale,3,212
1 1/2,oz,vodka,0,213
1/2,oz,blue curaçao,1,213
2,oz,sweet-and-sour,2,213
3,,to 4 ounces chilled 7-up,3,213
,,lemon wedge,4,213
2,oz,irish whiskey,0,214
1/4,oz,green chartreuse,1,214
1/4,oz,green crème de menthe,2,214
,,green cocktail olive,3,214
1 1/2,oz,vodka,0,215
1/2,oz,tuaca,1,215
1/2,oz,white crème de cacao,2,215
2,,to 3 ounces sparkling tangerine or orange beverage,3,215
,,orange slice,4,215
,,mint sprig,5,215
0.75,oz,rye whiskey,0,216
0.75,oz,lemon juice,1,216
0.75,oz,maraschino liqueur,2,216
0.75,oz,green chartreuse,3,216
2,oz,canadian blended whisky,0,217
1/2,oz,cointreau,1,217
1/2,oz,dubonnet rouge,2,217
,,lemon twist,3,217
1 1/2,oz,gin,0,218
1/2,oz,apricot brandy,1,218
1/2,oz,lime juice,2,218
1/4,oz,grenadine,3,218
1.75,oz,scotch,0,219
1.5,oz,apple cider,1,219
0.5,oz,averna amaro,2,219
0.25,oz,lemon juice,3,219
1,tsp,demerara syrup,4,219
0.5,tsp,st. elizabeth allspice dram,5,219
2,dash,es angostura bitters,6,219
3/4,oz,gin,0,220
1/4,oz,kirsch,1,220
1/4,oz,triple sec,2,220
1 1/2,oz,orange juice,3,220
1,teaspoon,lemon juice,4,220
,,orange twist,5,220
1 1/2,oz,gold rum,0,221
1/4,oz,triple sec,1,221
1/4,oz,maraschino liqueur,2,221
3/4,oz,orange juice,3,221
2,oz,gin,0,222
1/2,oz,lime juice,1,222
3,,to 5 ounces chilled ginger ale or ginger beer,2,222
,,lime wedge,3,222
1 1/2,oz,silver tequila,0,223
4,,to 5 ounces orange juice,1,223
1/2,oz,galliano,2,223
3,cl,gin,0,224
1.5,cl,lemon juice,1,224
2,dash,es sugar syrup,2,224
6,cl,champagne,3,224
3.5,cl,cognac,0,225
3.5,cl,disaronno,1,225
1 1/2,oz,bourbon,0,226
1 1/2,oz,brandy,1,226
1/2,oz,grand marnier,2,226
1/4,oz,lemon juice,3,226
1 1/2,oz,tequila,0,227
3/4,oz,blue curaçao,1,227
1/2,oz,crème de cacao,2,227
1/4,oz,crème de menthe,3,227
2,oz,heavy cream,4,227
2,oz,white rum,0,228
3/4,oz,lime juice,1,228
1/2,oz,simple syrup,2,228
,dash,of maraschino liqueur,3,228
2,oz,gold tequila,0,229
1/4,oz,triple sec,1,229
1/4,cup,pineapple chunks,2,229
1/2,oz,lime juice,3,229
6,,small mint leaves,0,230
3,oz,kentucky bourbon,1,230
1,oz,lemon juice,2,230
1,oz,simple syrup,3,230
,,mint sprig,4,230
1,cup,"seeded, cubed watermelon",0,231
1 1/2,oz,white rum,1,231
3/4,oz,lime juice,2,231
1/4,cup,lime sorbet,3,231
,,lime wheel,4,231
,,use 1 teaspoon powdered sugar,0,232
1,tablespoon,water,1,232
10,,to 12 mint sprigs,2,232
2,oz,cognac,3,232
,,and 2 ounces peach brandy.,4,232
2.5,oz,gin,0,233
0.5,oz,preserved lime juice [roses or angostura],1,233
,,gin sour,0,234
1,,part sugar syrup,1,234
2,,parts lime or lemon juice,2,234
8,,parts gin,3,234
1,,"-2 dashes lime, lemon, or orange bitters",4,234
2.5,oz,gin or vodka,0,235
0.75,oz,lime juice cordial,1,235
2,oz,gin,0,236
1,oz,lime,1,236
0.75,oz,simple,2,236
2,oz,plymouth gin,0,237
0.75,oz,lime cordial,1,237
0.75,oz,lime juice,2,237
2,oz,gin,0,238
1,oz,roses lime juice,1,238
,,lime wedge,2,238
8,,to 10 mint leaves,0,239
1/4,oz,lime juice,1,239
1/4,oz,lemon juice,2,239
1,teaspoon,sugar,3,239
2,oz,gin,4,239
,,mint sprig,5,239
2,oz,gin,0,240
1/2,oz,cointreau,1,240
1/2,oz,lemon juice,2,240
3,,to 5 ounces chilled club soda,3,240
,,lemon wedge,4,240
2,oz,gin,0,241
1/2,oz,orange juice,1,241
1/2,oz,lemon juice,2,241
2,dash,es grenadine,3,241
3.5,cl,scotch,0,242
3.5,cl,disaronno,1,242
3.5,cl,vodka,0,243
3.5,cl,disaronno,1,243
2.25,oz,bourbon,0,244
0.5,oz,amaretto,1,244
2,dash,es angostura bitters,2,244
1,oz,scotch,0,245
1,oz,amaretto,1,245
2,oz,scotch,2,245
1,oz,amaretto,3,245
1 1/2,oz,gin,0,246
1/2,oz,citron vodka,1,246
1,oz,cointreau,2,246
1/4,oz,brandy,3,246
3,,to 4 thin slices of ginger,4,246
,,candied ginger slice,5,246
2,oz,siete leguas reposado tequila,0,247
0.75,oz,lime juice,1,247
0.5,oz,vanilla syrup,2,247
0.25,oz,passion fruit syrup,3,247
0.25,oz,campari,4,247
0.5,oz,soda water,5,247
1 1/2,oz,white crème de cacao,0,248
3/4,oz,galliano,1,248
1 1/2,oz,heavy cream,2,248
2,cl,galliano,0,249
2,cl,triple sec,1,249
2,cl,orange juice,2,249
1,cl,cream,3,249
2,oz,rhum barbancourt,0,250
1 1/2,oz,lillet,1,250
1/2,oz,limoncello liqueur,2,250
,,lemon twist,3,250
1 1/2,oz,vodka,0,251
1,oz,pineapple juice,1,251
3/4,oz,galliano,2,251
3/4,oz,dark rum,0,252
3/4,oz,bourbon,1,252
3/4,oz,coffee liqueur,2,252
1 1/2,oz,gin,0,253
1,oz,cointreau,1,253
1,oz,pineapple juice,2,253
1/2,teaspoon,grenadine,3,253
1 1/2,oz,silver rum,0,254
3/4,oz,green chartreuse,1,254
3/4,oz,lime juice,2,254
1,tablespoon,superfine sugar,3,254
2,,to 3 ounces chilled club soda,4,254
,,lime wedge,5,254
5,cl,cognac,0,255
2,cl,crme de menthe (white),1,255
2,oz,russell's reserve rye,0,256
0.5,oz,yellow chartreuse,1,256
0.5,oz,bianco vermouth,2,256
1,dash,angostura bitters,3,256
1,dash,orange bitters,4,256
2,oz,rittenhouse bonded rye whiskey,0,257
1,oz,punt e mes,1,257
1,,barspoon yellow chartreuse,2,257
1,dash,angostura bitters,3,257
2,oz,rhum barbancourt,0,258
2,oz,guava nectar,1,258
3/4,oz,lime juice,2,258
1,teaspoon,superfine sugar,3,258
,,lime peel spiral,4,258
2,oz,peach schnapps,0,259
1,oz,vodka,1,259
4,oz,orange juice,2,259
,,orange slice,3,259
,,peach slice,4,259
2,oz,cognac,0,260
1,oz,sweet vermouth,1,260
2,dash,es angostura,2,260
1.5,oz,wild turkey rye,0,261
1,oz,lillet blanc,1,261
0.5,oz,lairds bonded apple brandy,2,261
0.25,oz,green chartreuse,3,261
3,dash,es abbotts or angostura bitters,4,261
1 1/2,oz,vodka,0,262
4,,to 5 ounces orange juice,1,262
1/2,oz,galliano,2,262
,,,3,262
,,"""4.5 cl vodka",4,262
1.5,cl,galliano (to float on drink),5,262
9,cl,"orange juice""",6,262
,,,7,262
1 1/2,oz,gold rum,0,263
3/4,oz,cointreau,1,263
3/4,oz,lemon juice,2,263
1,oz,dark rum,0,264
1/2,oz,peach schnapps,1,264
4,,to 5 ounces pineapple juice,2,264
1/4,oz,grenadine,3,264
2,oz,gin,0,265
1/2,oz,orange curaçao,1,265
1/4,oz,lime juice,2,265
1/4,oz,orange juice,3,265
,,lemon twist variation: add 1/4 ounce pineapple juice and a dash of angostura bitters.,4,265
1 1/2,oz,myers’s dark rum,0,266
1,oz,light rum,1,266
1,oz,frangelico,2,266
1/2,oz,kahlúa,3,266
3,oz,pineapple juice,4,266
1,oz,lime juice,5,266
1,tablespoon,simple syrup,6,266
,,lime wedge,7,266
0.75,oz,cognac,0,267
0.75,oz,cointreau,1,267
0.75,oz,lemon,2,267
0.75,oz,lillet blanc,3,267
4,cl,brandy,0,268
12,cl,ginger ale,1,268
1,,small pat of soft butter,0,269
1,tsp,brown sugar,1,269
,,vanilla extract,2,269
2,oz,dark rum,3,269
,,hot water,4,269
1.0,oz,cognac,0,270
0.5,oz,dark rum,1,270
2,tsp,granulated sugar,2,270
6,oz,hot milk,3,270
1,tbsp,p. fine white sugar,0,271
2,tbsp,p. water,1,271
2,oz,cognac,2,271
1,oz,santa cruz rum,3,271
,,lemon wedge,0,272
,,kosher salt,1,272
1 1/2,oz,tequila,2,272
3/4,oz,peppermint schnapps,3,272
3/4,oz,grapefruit juice,4,272
1,teaspoon,powdered sugar,5,272
1,oz,sugar syrup,0,273
3,oz,sselected liquor,1,273
2,,or 3 cloves,2,273
1,dash,ground cinnamon,3,273
0.5,oz,"brandy, rum, or both",0,274
1,tsp,honey,1,274
0.5,oz,lemon juice,2,274
1,tsp,sugar,0,275
1,oz,water,1,275
2,oz,whiskey,2,275
3,,whole cloves,0,276
1,,cinnamon stick,1,276
1,tsp,honey,2,276
4,,-5 oz. boiling water,3,276
2,oz,"bourbon, scotch, rye, brandy, or dark rum",4,276
1,,glass spirit,0,277
1,,lump sugar,1,277
1,tsp,sugar,0,278
3,,-4 oz. water,1,278
2,oz,spirits,2,278
2,oz,bacardi 8 rum,0,279
1,oz,pineapple juice,1,279
0.5,oz,lime juice,2,279
0.5,oz,simple syrup,3,279
0.25,oz,rothman & winter orchard apricot,4,279
1.5,oz,aged rum,0,280
0.75,oz,lime juice,1,280
0.75,oz,pineapple syrup,2,280
0.5,oz,apricot brandy,3,280
1,drop,angostura bitters,4,280
1 1/2,oz,dark rum,0,281
1,oz,light rum,1,281
1/2,oz,passion fruit juice,2,281
1 1/2,oz,orange juice,3,281
1,oz,lime juice,4,281
1,oz,pineapple juice,5,281
,dash,of angostura bitters,6,281
,,lime wedge,7,281
,,pineapple wedge,8,281
1 1/2,oz,malibu rum,0,282
1,oz,stolichnaya lemon vodka (or other lemon-flavored vodka),1,282
1,oz,cointreau,2,282
1 1/2,oz,cranberry juice,3,282
1/2,oz,lime juice,4,282
,,lemon twist,5,282
1 1/2,oz,irish whiskey,0,283
1,teaspoon,brown sugar,1,283
4,oz,cold coffee,2,283
1,,to 2 ounces heavy cream,3,283
2,oz,gin,0,284
1,oz,lemon juice,1,284
1,oz,lime juice,2,284
2,,to 3 ounces chilled club soda,3,284
,,lemon peel spiral,4,284
2,oz,rittenhouse bonded rye whiskey,0,285
0.25,oz,luxardo maraschino liqueur,1,285
0.25,oz,simple syrup [1:1],2,285
2,dash,es angostura bitters,3,285
1,dash,absinthe,4,285
2.25,oz,rye whiskey,0,286
0.5,oz,maraschino liqueur,1,286
1,dash,absinthe,2,286
3,dash,es peychauds bitters,3,286
1,oz,fernet branca,0,287
1,oz,green chartreuse,1,287
1,oz,lime juice,2,287
1,oz,simple syrup,3,287
25,ml,gin,0,288
50,ml,aperol,1,288
20,ml,lemon juice [~1/2 lemon],2,288
2,dash,es angostura bitters,3,288
2,oz,aperol,0,289
1,oz,beefeater gin,1,289
0.75,oz,lemon juice,2,289
1,dash,angostura bitters,3,289
1,oz,irish whiskey,0,290
2,tsp,brown sugar,1,290
4,oz,strong black coffee,2,290
1 1/2,oz,irish whiskey,0,291
1/2,oz,light rum,1,291
1/2,oz,sloe gin,2,291
1,oz,lemon juice,3,291
1,teaspoon,sugar,4,291
,,peach slice,5,291
,,orange slice,6,291
2,,to 3 raspberries,7,291
,,maraschino cherry,8,291
1.5,oz,applejack,0,292
2,dash,es grenadine,1,292
,,juice of 1/2 lime or lemon,2,292
2.0,oz,lairds bonded apple brandy [if applejack 2.5 oz.],0,293
0.75,oz,lemon juice,1,293
0.75,oz,grenadine,2,293
1 1/2,oz,light rum,0,294
1/2,teaspoon,cointreau,1,294
1/2,teaspoon,green crème de menthe,2,294
3/4,oz,lime juice,3,294
1,teaspoon,sugar,4,294
,,thinly cut lime slice,5,294
1.5,oz,applejack [1.25 oz. bonded apple brandy],0,295
0.75,oz,grenadine,1,295
0.5,oz,lemon juice,2,295
0.5,oz,pineapple juice,3,295
1,dash,angostura bitters,4,295
1 1/2,oz,gin,0,296
1/2,oz,dry red wine,1,296
1/2,oz,dark rum,2,296
1/2,oz,orange juice,3,296
2,oz,dark jamaican rum,0,297
1/2,oz,tia maria,1,297
2,oz,hine vsop cognac,0,298
0.5,oz,kassatly chtaura orgeat,1,298
2,dash,es angostura bitters,2,298
2.5,oz,cognac,0,299
0.5,oz,orgeat,1,299
3,dash,es angostura,2,299
2,oz,blended whiskey,0,300
1/2,oz,ruby port,1,300
2,tsp,lemon juice,2,300
1,teaspoon,sugar,3,300
3,,to 5 ounces chilled club soda,4,300
,,pineapple wedge,5,300
,,orange slice,6,300
1 1/2,oz,gin,0,301
2,tsp,sweet vermouth,1,301
1/4,oz,black sambuca (such as opal nera),2,301
1 1/2,oz,gin,0,302
1/2,oz,green chartreuse,1,302
1/2,oz,yellow chartreuse,2,302
2,oz,gin,0,303
1/4,oz,crème de noyaux,1,303
1/4,oz,white crème de cacao,2,303
1/4,oz,lemon juice,3,303
,dash,of orange bitters,4,303
4.5,cl,gin,0,304
3,cl,lemon juice,1,304
1.5,cl,sugar syrup,2,304
6,cl,soda water,3,304
0.75,oz,campari,0,305
0.5,oz,lime juice,1,305
0.5,oz,sugar syrup,2,305
4,oz,unsweetened pineapple juice,3,305
1.5,oz,dark jamaican rum,4,305
1.5,oz,cruzan black strap rum,0,306
1.5,oz,pineapple juice,1,306
0.75,oz,campari,2,306
0.5,oz,lime juice,3,306
0.5,oz,simple syrup,4,306
1,oz,gin,0,307
1/2,oz,orange juice,1,307
1/2,oz,cranberry juice,2,307
,dash,of grenadine,3,307
3,,to 4 ounces chilled champagne,4,307
1 1/2,oz,gin,0,308
1/2,oz,dry vermouth,1,308
1/4,oz,parfait amour,2,308
1/4,oz,orange juice,3,308
3,cl,vodka,0,309
3,cl,triple sec,1,309
3,cl,lime juice,2,309
2 1/2,oz,bourbon,0,310
1/2,oz,bénédictine,1,310
,,lemon twist,2,310
1 1/2,oz,bourbon,0,311
1/4,oz,southern comfort,1,311
1/4,oz,white crème de menthe,2,311
,,lime wedge,0,312
,,sugar,1,312
1 1/2,oz,gin,2,312
1,oz,tuaca,3,312
1,oz,key lime or other lime juice,4,312
1,teaspoon,superfine sugar,5,312
,,thinly sliced lime wheel,6,312
,,* 1 oz. smith & cross rum,0,313
,,* 1 oz. campari,1,313
,,* 1 oz. carpano antica sweet vermouth,2,313
9,cl,dry white wine,0,314
1,cl,crme de cassis,1,314
1 1/2,oz,gin,0,315
1/2,oz,dry vermouth,1,315
1/2,oz,melon liqueur,2,315
,dash,of lemon juice,3,315
2,oz,gin,0,316
,dash,of cherry brandy,1,316
,dash,of grenadine,2,316
,dash,of lemon juice,3,316
2,,mint sprigs,4,316
1,oz,gold tequila,0,317
1/2,oz,cointreau,1,317
1/2,oz,pineapple juice,2,317
1/2,oz,orange juice,3,317
2,dash,es grenadine,4,317
2,oz,silver tequila,0,318
1/4,oz,pineapple juice,1,318
3,dash,es angostura bitters,2,318
3,,to 4 ounces chilled club soda,3,318
,,lemon slice,4,318
1 1/2,oz,light rum,0,319
3/4,oz,sweet vermouth,1,319
1/4,oz,crème de cacao,2,319
1,oz,lime juice,3,319
,dash,of grenadine,4,319
2,oz,light rum,0,320
1/4,oz,maraschino liqueur,1,320
1 1/2,oz,lime juice,2,320
1,teaspoon,sugar,3,320
1,oz,gin,0,321
1,oz,campari,1,321
,oz,lime juice,2,321
,dash,of simple syrup,3,321
,,lime twist,4,321
1,oz,dry gin,0,322
1/2,oz,green chatreuse,1,322
1/2,oz,luxardo maraschino,2,322
1/2,oz,lime juice,3,322
2,oz,zacapa 23-year rum,0,323
1,,sp. cane sugar syrup [rich],1,323
3,dash,es house peychauds bitters [2:1 peychauds and bitter truth creole bitters],2,323
1,dash,angostura bitters,3,323
1,dash,bittermens xocolatl mole bitters,4,323
1,dash,absinthe,5,323
1,,lemon twist,6,323
,,rinse glass with absinthe,7,323
,,gin and sin 2 ounces gin,0,324
,oz,orange juice,1,324
,oz,lemon juice,2,324
2,dash,es grenadine,3,324
2.5,cl,vodka citron,0,325
2,cl,triple sec,1,325
1.5,cl,lemon juice,2,325
1 1/2,oz,lemon-flavored vodka,0,326
1,oz,grand marnier (or cointreau),1,326
1 1/2,oz,lemon juice,2,326
1/2,oz,orange juice,3,326
,,lemon peel spiral,4,326
2.5,oz,elijah craig 12,0,327
0.5,oz,allspice dram,1,327
0.75,oz,lime juice,2,327
0.5,oz,simple syrup 1:1,3,327
2,dash,es angostura bitters,4,327
1/2,oz,dark rum,0,328
1/2,oz,root beer schnapps,1,328
1/2,oz,jägermeister,2,328
1/2,oz,rumple minze,3,328
,,liquid cocaine here are two of the many versions of this drink. they can also be served as a shooter (page 423).,0,329
1/2,oz,dark rum,1,329
1/2,oz,rumple minze,2,329
1/2,oz,jägermeister,3,329
2,oz,pierre ferrand ambre cognac,0,330
0.25,oz,mathilde poire pear liqueur,1,330
0.25,oz,benedictine,2,330
0.75,oz,lemon juice,3,330
0.25,oz,simple cane sugar syrup,4,330
1,dash,peychauds bitters,5,330
2,oz,reposado tequila,0,331
1 1/2,oz,orange juice,1,331
1/2,oz,maraschino liqueur,2,331
1/4,oz,frangelico,3,331
,,orange slice,4,331
3/4,oz,green chartreuse,0,332
3/4,oz,cointreau,1,332
3/4,oz,kirsch,2,332
1/4,teaspoon,maraschino liqueur,3,332
1 1/2,oz,amaretto,0,333
1 1/2,oz,white crème de menthe,1,333
2,dash,es angostura bitters,2,333
,,thin lemon slice,3,333
3/4,oz,white rum,0,334
3/4,oz,gin,1,334
3/4,oz,vodka,2,334
3/4,oz,tequila,3,334
3/4,oz,cointreau or triple sec,4,334
1,oz,lime juice,5,334
3/4,oz,orange juice,6,334
2,,to 3 ounces chilled cola,7,334
,,lemon wedge,8,334
1.5,cl,tequila,0,335
1.5,cl,vodka,1,335
1.5,cl,white rum,2,335
1.5,cl,triple sec,3,335
1.5,cl,gin,4,335
2.5,cl,"lemon juice, fresh",5,335
3.0,cl,gomme syrup,6,335
1,dash,of cola,7,335
1,oz,bourbon,0,336
1,oz,light rum,1,336
1/2,oz,white crème de cacao,2,336
1/4,oz,crème de menthe,3,336
1 1/2,oz,lemon-flavored vodka,0,337
3/4,oz,chambord,1,337
3/4,oz,cranberry juice,2,337
1,oz,gin,0,338
0.5,oz,campari,1,338
0.5,oz,dry vermouth,2,338
0.5,oz,cointreau,3,338
1 1/2,oz,vanilla-infused tequila (see page 71),0,339
3/4,oz,citrónge (or other orange liqueur) 2 ounces tangerine juice,1,339
1,oz,sweet-and-sour,2,339
3,,or 4 mint leaves,3,339
,,tangerine wheel,4,339
,,mint sprig,5,339
2,oz,17-year j. wray nephew jamaican rum,0,340
1,oz,lime juice,1,340
0.5,oz,french garnier orgeat,2,340
0.5,oz,holland dekuyper orange curaao,3,340
0.25,oz,rock candy syrup,4,340
,,shake on ice and strain,5,340
,,garnish with mint sprig,6,340
2/3,,gin,0,341
1/3,,curacao,1,341
1,tsp,lime juice,2,341
1,dash,angostura bitters,3,341
1,dash,orange bitters,4,341
4,cl,white rum,0,342
2,cl,dark rum,1,342
1.5,cl,orange curaao,2,342
1.5,cl,orgeat syrup,3,342
1,cl,"lime juice""",4,342
2,oz,premium aged rum,0,343
0.75,oz,lime juice,1,343
0.5,oz,orange curaao,2,343
0.25,oz,rock candy syrup [2:1 rock candy:water],3,343
0.25,oz,orgeat almond syrup,4,343
1 1/2,oz,myers’s dark or other dark jamaican rum,0,344
1,oz,martinique rhum vieux or other aged rum,1,344
1/2,oz,orange curaçao,2,344
1/4,oz,simple syrup,3,344
1/2,oz,orgeat or almond-flavored syrup,4,344
1 1/4,oz,lime juice,5,344
1/2,oz,orange juice,6,344
1,,orange blossom (or tiny purple orchid),7,344
1,,orange peel spiral,8,344
2,oz,flor de cana gold rum,0,345
0.75,oz,lime juice,1,345
0.75,oz,turbinado syrup,2,345
0.25,oz,cointreau,3,345
